text,Label_binary,translated_text
जीजा साली गरम चुदाई की 10 sec ,1,Brother in law hot fuck with sister in law 10 sec
"सुषमा स्वराज ने खाली किया सरकारी बंगला, बोलीं- अब पहले के पते पर मुझसे संपर्क नहीं हो सकेगा    #sushmaswaraj   https://abpnews.abplive.in/india-news/bjp-leader-sushma-swaraj-moves-out-of-official-residence-1156968 …",0,"Sushma Swaraj vacated the official bungalow, said - Now I will not be able to contact me at the previous address #sushmaswaraj https://abpnews.abplive.in/india-news/bjp-leader-sushma-swaraj-moves-out-of-official-residence-1156968…"
अपने फूफा #सांसद विधायक को हराम के #कुत्ते के आगे रोटी डालते हो उसकी त पेंसन स GST टेक्स नही जो फोजी देश की सेवा करता ह 16 साल ड्यूटी करता ह देश के कोने कोने मैं जाकर वो टैक्स दे फूफा जी 5 साल विधानसभा के लोकसभा के सदस्य रहे और फ्री म उम्र भर बिना टैक्स के पेंसन ल रहे ह  @aajtak,1,अपने फूफा #सांसद विधायक को हराम के #कुत्ते के आगे रोटी डालते हो उसकी त पेंसन स GST टेक्स नही जो फोजी देश की सेवा करता ह 16 साल ड्यूटी करता ह देश के कोने कोने मैं जाकर वो टैक्स दे फूफा जी 5 साल विधानसभा के लोकसभा के सदस्य रहे और फ्री म उम्र भर बिना टैक्स के पेंसन ल रहे ह  @aajtak
राजस्थान: पहलू खान पर जांच में गड़बड़ी पाई जाती है तो दोबारा होगी इंक्वायरी- अशोक गहलोत     https://abpnews.abplive.in/india-news/rajasthan-cm-ashok-gehlot-says-if-needed-pehlu-khan-case-will-be-re-investigate-1156966 …,0,"Rajasthan: If irregularities are found in the investigation on Pehlu Khan, there will be a re-investigation - Ashok Gehlot https://abpnews.abplive.in/india-news/rajasthan-cm-ashok-gehlot-says-if-needed-pehlu-khan-case-will-be-re-investigate-1156966…"
"चलिए, प्रज्ञा ठाकुर को वनक्कम।     #मोदी #प्रज्ञा_ठाकुर",0,"Come on, Vanakkam to Pragya Thakur.     #Modi #Pragya_Thakur"
"पत्थरबाजी खत्म हो चुकी है, अब कोई पत्थरबाज नजर नहीं आते ??",0,"Stone pelting has ended, now no stone pelters are seen??"
"2002 में गोधरा हुआ तो हुआ, Sorry करवाया तो करवाया! कुत्ते का पिल्ला भी गाड़ी नीचे आता है तो दर्द होता है! लेकिन मुझे वोट 1984 पर दो! #नीच #NeechPolitics #NeechAdami",1,"Godhra happened in 2002, sorry got it done, got it done! Even a puppy feels pain when it comes down from the car! But vote for me on 1984! #Neech #NeechPolitics #NeechAdami"
भाई चुनाव आयोग क्या शराब पिकर सोया है क्या ?भेनचोद चनाव आयोग ममता का गर्ल फ्रेंड तो नही है अबतक ममता के गुंडोपर कार्यवाही क्यो नही कर रहा|चुनाव आयोग ममता और ममता के गुडो कोजल्द सेजल्द सजा दे वरना ममता को हम ऊठायेंगेहम बिजेपी वाले ने हातमे चुडीया नही पहनी है ।वरना अंजाम  बहोत बुरा,1,"Brother, Election Commission, has he slept after drinking alcohol? Why is the Election Commission not Mamta's girlfriend? Why is it not taking action against Mamta's goons till now? The Election Commission should punish Mamta and Mamta's goons as soon as possible, otherwise we will punish Mamta. We BJP people are not wearing bangles in our hands. Otherwise, the consequences will be very bad."
संसद सत्र LIVE: TMC सांसद के सवाल पर मंत्री ने कहा- बाउंसर्स की मदद से बैंक लोन की रिकवरी नहीं कर सकते    https://abpnews.abplive.in/india-news/parliament-live-updates-jammu-kashmir-quota-bill-in-rajya-sabha-1157811 …,0,"Parliament session LIVE: On TMC MP's question, the minister said - Bank loans cannot be recovered with the help of bouncers https://abpnews.abplive.in/india-news/parliament-live-updates-jammu-kashmir-quota-bill-in-rajya-sabha-1157811…"
हॉट लड़की ने अपने टीचर को फोन कर के दिया चूत चुदाई ऑफर टीचर को खुशी का ठिकाना ,1,"Hot girl called her teacher and gave him pussy fuck offer, teacher got a lot of pleasure"
जो भी अपने नाम के आगे चौकीदार  लगा देता है  सच सुनकर उसको गुस्सा क्यों  आता है?  उसके मुँह से गालियां ही क्यों निकलती हैं?  वो अपने पिता को छोड़कर  मोदी को अपना बाप क्यों  मानता है?  क्योकि चौकीदार #चोर ही नही  #नीच भी है,1,Why does anyone who puts Chowkidar in front of his name get angry after hearing the truth?  Why do only abuses come out of his mouth?  Why does he leave his father and consider Modi as his father?  Because the watchman is not only a thief but also a despicable person.
"कौन कहता है वो सबका साथ सबका विकास करेगा? कौन कहता है कि उसने ग़रीबी देखी है? कौन कहता है वो जनता सेवक है?    एक्टर-खिलाड़ी के बुखार-चोट पे ट्वीट, लेकिन सैकड़ो बच्चे मर रहे है उसे कोई खबर ही नही?    वोट के लिए रोता है और बच्चो की मौत पे डिनर करता है कभी देखा है बेशर्म प्रधानमंत्री?",1,"Who says that he will support everyone and develop everyone? Who says he has seen poverty? Who says he is a public servant?    Actor-player tweets on fever and injury, but he has no idea that hundreds of children are dying?    Cry for votes and have dinner on the death of children. Have you ever seen a shameless Prime Minister?"
क्या होता है मृत्यु के बाद शरीर का श्री कृष्णा का उपदेश। क्या मृत्यु के बाद संबंध समाप्त हो जाता है? रिश्ते नाते का समयचक्र। #भगवद्गीता में #कृष्णा ने जिसे #उच्च #योनियाँ और #नीच #योनियाँ कहा है उसे #कुरान में क्या कहा गया।  #अहमदईसा #कल्किअवतार #Ahmedisa #Krishna @AvatarKrishn,0,"Sri Krishna's advice on what happens to the body after death. Does the relationship end after death? Time cycle of relationships. What has Krishna called #high #vaginas and #low #vaginas in #Bhagavadgita, what has been called in #Quran.  #Ahmedisa #KalkiAvatar #Ahmedisa #Krishna @AvatarKrishn"
रंडी तू ही है  ऐसा मेहनत का खाने के लिए कुत्ती खराब भोसड़ी की बहन की लोहड़ी भडवी,1,"You are such a whore, you are such a hard-working bitch to eat, you are a spoiled slut's sister's lohri bhadvi."
अजी उनके मुख से गाँड तक लबालब कर देंगे ,1,"Hey, I will make her ass fill with mouth."
"स्वस्थ भव,शक्तिशाली भव, चिरंजीवी भव @rahulgandhi जी को जन्म दिन की बहुत बहुत बधाई.",0,"May you be healthy, may you be strong, may you live forever, many congratulations to @rahulgandhi ji on his birthday."
"कहीं दलितों को मारा जा रहा है तो कहीं मुस्लिमों पे लीचिंग की जा रही है।    कही पत्रकारों के ऊपर पेसाब कर दिया जा रहा है, तो कही सरकारी कर्मचारी को बल्ले से मारा जा रहा है।    इन तानाशाहों ने हर जगह आग लगाई हुई है, सत्ता के बल और घमंड पे दबंगई पे उतर गए है भाजपाई।",1,"At some places Dalits are being killed and at some places Muslims are being lynched.    At some places, journalists are being urinated on, and at other places, government employees are being hit with bats.    These dictators have set fire everywhere, the BJP has resorted to arrogance and arrogance based on the power of power."
कुछ दिन अंडे का ठेले लगाएगा साले की शक्ल  ही सूअर जैसी लग रही है।,1,Will set up an egg cart for a few days. The very face of the brother-in-law looks like a pig.
"भाजपा वाले ख़ूब जानते हैं कोन सा #मुद्दा जनता के मुँह पर कब #चिपकाना है #कर्नाटक चुनाव में जिन्ना”गुजरात”में #नीच,”MP”Cg और”राजस्थान”मे”बजरंगबली”दिल्ली”पंजाब”हरियाणा”के लिए #राजीव गांधी और #सिख दंगे,12मई के बाद कोई और,ये सिर्फ इसलिए ताकी जनता 2014 का #धोषणा पत्र न देख सके",1,"BJP people know very well which #issue to put in the face of the public and when to #stick it in the Karnataka elections. Jinnah in Gujarat, MP in Cg and Bajrangbali in Rajasthan, Delhi, Punjab and Haryana, Rajiv Gandhi and Sikh riots, anyone else after May 12, this is just so that the public cannot see the 2014 manifesto."
ये सवाल पूछने लायक ही नहीं है,0,This question is not worth asking
"मिट रहे फ़ासले, खुल रहे रास्ते: 1.84 करोड़ विद्यार्थियों को मिल रही ऑनलाइन स्कॉलरशिप।    डिजिटल इंडिया, चलो बनाएं न्यू इंडिया। #DigitalIndiaNewIndia",0,"Gaps are disappearing, paths are opening: 1.84 crore students are getting online scholarship.    Digital India, let's create a new India. #DigitalIndiaNewIndia"
#नीच कहने पर मणिशंकर को निष्कासित कर दिया गया था #बापू के हत्यारे #GODSE को देशभक्त कहने पर क्या #प्रज्ञा भी निष्कासित होंगी ? @AmitShah @RahulGandhi,1,Mani Shankar was expelled for calling him despicable. Will #Pragya also be expelled for calling Bapu's murderer #GODSE a patriot? @AmitShah @RahulGandhi
यह मौजूदा वर्ल्ड कप टूर्नामेंट में रोहित शर्मा का चौथा शतक है,0,This is Rohit Sharma's fourth century in the current World Cup tournament.
"भेनचोद कांग्रेस सरकार ने लाइन अटैच कर दिया , मुस्कुराइए आप कमलनाथ कुत्ते की सरकार में है ",1,"Bhenchod Congress government has attached the line, smile, you are in the government of Kamal Nath dog."
दिनभर बात करूं  फिर भी  बात करने की  बेकरारी बनी रहे  वो  अजीब सा रिश्ता है तुमसे....,0,"Even if I talk all day long, the urge to talk remains, that's a strange relationship with you..."
इस्लाम में फिल्मों मे ऐक्टिंग हराम है 'जायरा  मतलब जो फिल्मों मे काम कर रहे है सलमान शाहरुख आमीर सैफू ये तो सब हरामी है?,1,'Acting in films is haram in Islam' Zaira means those who are working in films like Salman Shahrukh Aamir Saifu are all bastards?
"बैट कांड: #AkashVijayvargiya को कारण बताओ नोटिस जारी करेगी @BJP4India , @narendramodi ने जताई थी नाराजगी",0,"BAT scandal: @BJP4India will issue show cause notice to #AkashVijayvargiya, @narendramodi had expressed displeasure"
इस सफर की सफलता के असली हकदार आप है @digvijaya_28  #HappyFathersDay2019,0,You are the real owner of the success of this journey @digvijaya_28 #HappyFathersDay2019
Scha desh premi isi ko kahte h satta ka moh maya chhorakr bhi desh k liye sochana ak alg ki bat hJai hind jai akhilesh,0,"This country's lover is the love of power, but even for the sake of the country, think of someone else's words, Akhilesh."
अब आया समझ में।  तुम क्यों चिल्ला रही है बचने के लिए।  तुम्हारे जीजा जी थे जो मंदिर में तोड़फोड़ किये है  भड़वा मीडिया ने भी इस घटना को नही दिखाया।  मस्जिद होता तो जीजा का घर मानकर खूब दिखाता,1,"Now I understand.  Why are you screaming to escape?  It was your brother-in-law who vandalized the temple, even the bad media did not show this incident.  If there was a mosque then it would have been shown as brother-in-law's house."
"मंगलौर एयरपोर्ट पर रनवे पर फिसला एयर इंडिया का विमान, सभी 183 यात्री सुरक्षित    #AirIndia   https://abpnews.abplive.in/india-news/air-india-express-dubai-to-mangalore-aircraft-veered-off-the-taxiway-1157610 …",0,"Air India plane skidded off the runway at Mangalore airport, all 183 passengers safe #AirIndia https://abpnews.abplive.in/india-news/air-india-express-dubai-to-mangalore-aircraft-veered-off-the-taxiway-1157610…"
"हरामखोर हरामी पहले आतंकी भेजते हो मंदिर में तोड़फोड़ करने के लिए अब ज्ञान पेल रहे हो,  जिस थाली में खाते हो उसी में छेद करते हो नमक हराम बाइक चोर तबरेज को हिंदुओ का चोला मुस्लिम को पहनाकर मरवाते हो फिर बवाल मचाते हो हरामियों काफ़िर।। ",1,"You bastard bastards first send terrorists to vandalize the temple, now you are spreading knowledge, you put salt in the plate in which you eat, you get the bastard bike thief Tabrez killed by dressing up a Muslim in the clothes of a Hindu, then you create ruckus, you bastards, infidels."
असम: NRC की गणना पूरी करने के लिए समयसीमा 31 जुलाई तक बढ़ी    #NRC   https://abpnews.abplive.in/india-news/assam-nrc-deadline-extended-by-one-month-final-list-to-be-published-on-july-31-1158175 …,0,Assam: Deadline to complete NRC calculations extended till July 31 #NRC https://abpnews.abplive.in/india-news/assam-nrc-deadline-extended-by-one-month-final-list-to-be-published-on-july-31-1158175…
2000 की नोट में चिप है   - #zee_हुज़ूर_news    सोचा सब लोग भूल न गए हों इसलिए याद दिल दू।।  @ZeeNewsHindi @ZakirAliTyagi @AbbasAliRushdi,0,"There is a chip in the 2000 note - #zee_huzoor_news Thought that everyone might have forgotten, so let me remind you.  @ZeeNewsHindi @ZakirAliTyagi @AbbasAliRushdi"
साला बिहारी गीदड़ भभकी देता है लेना देना कुछ है नहीं.. भड़वा कहीं का...,1,"You fucking Bihari jackal is making noises, it has nothing to do with it... you bastard..."
#चूड़ियाँ बिन शृंगार क्या  खन खन के बिन घर का अर्थ क्या  जैसे पानी बिन मछली का अर्थ क्या   मोहब्बत के बिन ग़ज़ल का अर्थ क्या  #शब्दनिधि,0,#What is the meaning of bangles without adornment? What is the meaning of a house without the sound of sound? Just as what is the meaning of water without fish? What is the meaning of a ghazal without love? #शब्दनिधी
ये एकाउंट एक इस्लामिक जिहादी सुअर चला रहा है।  अधिकतम संख्या में रिपोर्ट करें।    @aroraups @DrSachinSrivas1 @vidyanand_v @ArunbajpaiRajan @PrayagrajWale @Shimanshu_,1,This account is being run by an Islamic Jihadi pig.  Report the maximum number.    @aroraups @DrSachinSrivas1 @vidyanand_v @ArunbajpaiRajan @PrayagrajWale @Shimanshu_
अतंकी #प्रज्ञा_ठाकुर खुद को संत कहला सकती है तो आजाद #भारत के पहले आतंकी #गोडसे को देश भक्त क्यों नही कह सकती?   #मोदी_है_तो_मुमकिन_है     @alamgirizvi @ModiLeDubega @Dilsedesh @Anjupra7743 @KPadmaRani1  @KPadmaRani1 @KumariRukshmani,1,If terrorist #Pragya_Thakur can call herself a saint then why can't she call independent #India's first terrorist #Godse a patriot?   #Modi_is_so_mumkin_is @alamgirizvi @ModiLeDubega @Dilsedesh @Anjupra7743 @KPadmaRani1 @KPadmaRani1 @KumariRukshmani
"बाबासाहब को ब्राह्मणों ने मंदिर जाने से रोका, बाबासाहब ने ब्राह्मणों के मंदिर और धर्म दोनो को छोड़ दिया, सुन रहे हो न अछूतो  #जय_भीम #BanEVM #BanRSS #EVMSarkar #EVMPM @kiran_patniak @DalitOnLine @Anjupra7743 @Vndnason @MLArajeshSP @KumarSONY14 @msdohare19 #BanDigitalElections",1,"Brahmins stopped Babasaheb from going to the temple, Babasaheb left both the temple and religion of Brahmins, are you listening, untouchable #Jai_Bhim #BanEVM #BanRSS #EVMSarkar #EVMPM @kiran_patniak @DalitOnLine @Anjupra7743 @Vndnason @MLArajeshSP @KumarSONY14 @amsdohare19 #BanDigitalElections"
जिस देश में #कन्हैया_कुमार जैसा पढ़ा लिखा युवा हार जाए #आतंकवादी_प्रज्ञा जीत जाए  उस देश की जनता को  भगवान भला करे||,1,May God bless the people of a country where an educated youth like #Kanhaiya_Kumar loses and #terrorist_Prajya wins.
कल रात को सपने में एक लड़की ने मुझसे बर्तन मंजवाए और कपड़े धुलवाए   क्या मैं इसे निकट भविष्य में शादी का संकेत समझूं     कृपया शादीशुदा लोग मार्गदर्शन करे,0,Last night in my dream a girl made me do the dishes and wash the clothes. Should I take this as a sign of marriage in the near future? Please guide the married people.
आप ठीक से चौकेदारी नही कर पा रहे आपके द्वारा UP के 31000 अनुदेशको को 17000 मानदेय दिया गया जिसे योगी सरकार 2 साल से दबा के बैठी है कैसी चौकेदारी है ठीक से करिये योगी सरकार ने ये ठान लिया है आपको चुनाव हरा देगी ठीक से करिये चौकेदारी  #अनुदेशक_मानदेय_17000   #अनुदेशक_मानदेय_17000,1,"You are not able to do the security work properly. You have given an honorarium of Rs. 17000 to 31000 instructors of UP, which the Yogi government has been suppressing for 2 years. What kind of security work is this? Do it properly. The Yogi government has decided that it will defeat you in the elections. Do the honorarium properly. #Instructors_Honorarium_17000 #Instructors_Honorarium_17000"
बहुते स्वागत देखे होंगे पर ऐसा नहीं.. ऐसा जोश की आजे @narendramodi जी को  फिर से @PMOIndia बनाय दें... I am enjoying @BJP4Delhi @amitmalviya,0,Must have seen many welcomes but not like this.. Such enthusiasm that today @narendramodi ji will be made @PMOIndia again... I am enjoying @BJP4Delhi @amitmalviya.
माधरजात अभी बोल रहा था एक महिना हुआ है अब बोल रहा है इक सील भी नहीं हुआ चुप भड़वे भेनचोद ,1,"Madharjaat was just saying that it has been a month, now he is saying that not even a single seal has happened, shut up you bloody bastard."
"7 दिनों में अपनी वेबसाइट नहीं चला सके,वो मूर्ख देश चलाने की बात करते हैं    @HarunHk055771 @Aqdas_shaikh_22 @AshrafFem @syedfarmanahmed @akramtyagi @Md__Raj @LambaAlka @TauqeerMim",1,"Couldn't run their website in 7 days, those fools talk about running the country @HarunHk055771 @Aqdas_shaikh_22 @AshrafFem @syedfarmanahmed @akramtyagi @Md__Raj @LambaAlka @TauqeerMim"
"ये है इस मुल्ले हर्षवर्धन का असली चेहरा  , इसने इस्लाम अपना लिया है , हरामजादा संघ स्वयसेवक क़े नाम पे कलंक @RSSorg .इस हरामी ने भाजपा वर्कर्स क़ो असामाजिक तत्व क़हा है कल रात क़े ट्वीट में . ",1,"This is the real face of this Mullah Harshvardhan, he has adopted Islam, the name of Haramzada Sangh Swayamsevak is a disgrace to @RSSorg. This bastard has called BJP workers anti-social elements in last night's tweet."
इस ख़बर की पुष्टि हो चुकी है कि भारतीय वायु सेना के विंग कमांडर अभिनंदन वर्थमान और उनका साथी पाइलट पाकिस्तान के क़ब्ज़े में हैं।  दुआ कीजिए कि हमारी सरकार विंग कमांडर अभिनंदन वर्थमान को जल्द से जल्द सकुशल भारत वापस लाए।  अल्लाह अफ़ियत का मामला फ़रमाए। आमीन #BringBackAbhinandan,0,The news has been confirmed that Indian Air Force Wing Commander Abhinandan Varthaman and his fellow pilot are in the custody of Pakistan.  Pray that our government brings Wing Commander Abhinandan Varthaman back to India safely as soon as possible.  May Allah resolve the issue of health. Amen #BringBackAbhinandan
पाकिस्तान के पूर्व ऑलराउंडर अब्दुल रज्जाक ने कहा कि वह भारतीय खिलाड़ी को दुनिया के सबसे बेहतरीन हरफनमौला खिलाड़ियों की सूची में शामिल कर सकते हैं।   #ICCWorldCup2019 #CWC2019 #INDvsPAK,0,Former Pakistan all-rounder Abdul Razzaq said that he can include the Indian player in the list of the best all-rounder players in the world.   #ICCWorldCup2019 #CWC2019 #INDvsPAK
जय श्री राम का नारा लगाकर!  किसी मुसलमान को मोदी भक्त ही मार सकता है!  राम भक्त नहीं!,1,By raising slogans of Jai Shri Ram!  Only a Modi devotee can kill a Muslim!  Not a devotee of Ram!
"सच सुनते ही #कुत्ते की तरह दुम दबाकर भाग गया   तू फौजी की औलाद नहीं हो सकता।   चेक कर तेरा बाप कोई और होगा।  BC इंडियंस को गालियां देता है।  यहां आकर बात कर तुझे जवाब देंगे।  साला fraud , Chor ki aulaad..  Tere पिछवाड़े में दम होता तो भागता नहीं #हरामखोर",1,"On hearing the truth, you ran away like a dog with its tail held, you cannot be the son of a soldier.   Check, your father must be someone else.  BC abuses Indians.  Will come here and talk to you and answer you.  You bastard fraud, thief's family.. If you had the guts in your backyard, you wouldn't have run away."
"और उनका क्या जो लोग मुर्दो (मुर्गा, बकरी, गाय, भैंस, सुअर इत्यादि) को खाकर अपना पेट भरते है।",1,"And what about those people who fill their stomachs by eating dead bodies (chicken, goat, cow, buffalo, pig etc.)"
"यहीं तो हमारा न्यू इंडिया है, पहले भाजपा देश के अंदर धर्म-जाती की राजनीति लाई??    अब देश के जनता के लोगो के अंदर इतना भेद-भाव कर दिया है BJP और गोदी मीडिया ने की यहां अब रेप करने वालो को धर्म से जोड़ के देखा जाता है।    शर्म आती है ऐसे लोगों की सोच के लेकर क्या बना डाला इस देश को।",1,"This is our New India, first BJP brought religion-caste politics inside the country??    Now BJP and Godi media have created so much discrimination among the people of the country that now the people who commit rape are linked to religion.    Shame on what this country has turned into with the thinking of such people."
अबे सूअर हलाला की पैदाइश ज्यादा चप्पर चप्पर किया ना जुबान खींच लूंगा साले की,1,"Hey pig, Halala's son, if you chew too much, I will pull out the tongue of the bastard."
और फिर भी यह सूअर की औलाद कट मुले कहते हैं कि इस्लाम खतरे में है,1,And yet these pigs' scoundrels say that Islam is in danger.
भोसडीके अपनी आसमानी किताब से कह की एक ही मुसलमान पैदा करके दिखा दे ,1,Bhosdike should say from his sky book that he should produce only one Muslim.
"मुस्लिम कि जान इतनी सस्ती?    झारखंड के तबरेज को पहले चोरी के शक में खंभे से बांध कर पीटा गया, फिर जय श्रीराम के नारे लगवाए, फिर घायल अवस्था में पुलिस को सौंप दिया, पुलिस हिरासत में कल उसकि मौत हो गई, अब तक एक भी आरोपी गिरफ्तार नहीं हुआ है, परिवार ने हत्या का आरोप लगाया है।",0,"Is Muslim's life so cheap?    Tabrez from Jharkhand was first tied to a pillar and beaten on the suspicion of theft, then made to shout slogans of Jai Shri Ram, then handed over to the police in an injured state, he died yesterday in police custody, till now not a single accused has been arrested, the family has accused him of murder."
"रोहित शर्मा कि सेंचुरी पर चर्चा है,...    बिहार में बच्चों कि मौत का भी सेंचुरी लग चुकी है, लेकिन सब खामोश हैं !  #नीच.2",0,"There is discussion on Rohit Sharma's century, ... the century of death of children has also been crossed in Bihar, but everyone is silent!  #neech.2"
साले सूअर की औलाद तुम जैसे हिंदुस्तान में कचरा फैला रहे हो तुम जैसे ना चले गए ना हिदुस्तान से तो हिंदुस्तानी एकदम साफ हो जाएगा सालों कुछ करना कराना है नहीं गरीब आदमियों को जनता मर रही है उनको नहीं देख रहे हो सालों लड़ाई झगड़े कुत्ता हरामि हलाल की औलाद और आदमखोर,1,"You son of a pig, you are spreading garbage in India. If you don't go away from India then India will be completely clean. Nothing has to be done for years. People are dying for the poor people. People are not watching them for years. They are fighting and fighting. Dogs, bastards, children of Halal and man-eaters."
बिलकुल ठीक कह रहे है हम ही मादरचोद है जो भाईचारा निभाते निभाते आज तक अपनी माँ बहनो की नीलामी करवाते आ रहै है इस 'भाई-चारा' नाम के शब्द ने हमें और हमारा वोट पाने वाले सांसदो को नामर्द बना दिया। ,1,"You are absolutely right, we are motherfuckers who, while maintaining brotherhood, have been getting our mothers and sisters auctioned till date. This word 'brotherhood' has made us and the MPs who got our votes impotent."
"गुजरात: स्टैच्यू ऑफ यूनिटी की दर्शक गैलरी में भरा बारिश का पानी, निराश हुए पर्यटक    #StatueOfUnity   https://abpnews.abplive.in/india-news/gujarat-rain-water-create-puddles-in-statue-of-unity-viewers-gallery-1157114 …",0,"Gujarat: Rain water filled the viewers gallery of Statue of Unity, tourists disappointed #StatueOfUnity https://abpnews.abplive.in/india-news/gujarat-rain-water-create-puddles-in-statue-of-unity-viewers-gallery-1157114…"
"घरों की बिक्री पर ब्रेक, बजट बढ़ाएगा रफ्तार!  अन्य वीडियो के लिए क्लिक करें http://bit.ly/at_videos    #ATVideo",0,"Brake on sale of houses, budget will increase the pace!  For other videos click http://bit.ly/at_videos #ATVideo"
#CWC19 भारत ने बांग्लादेश को 28 रनों से हराया. विश्वकप में भारत की छठी जीत के बाद भारत सेमीफाइनल में पहुंचा.   #INDvBAN,0,"#CWC19 India beat Bangladesh by 28 runs. After India's sixth victory in the World Cup, India reached the semi-finals.   #INDvBAN"
@ghulamnazad : कांग्रेस ने अपने शासन में सबको आज़ादी दी.सही है भिड़ु ये मोदीकी माँ का ...भेनचोद एक लौंडी  से मन भर जाय तो तलाक बोल के दूसरी शादी  सकते थे. आज़ादी से पकिस्तान ज़िंदाबाद बोल सकते थे.अगर तेरी बेटी या बहन होती तो उसे वापर के तीन तलाक दे शकते थे.,1,"@ghulamnazad: Congress gave freedom to everyone during its rule. It is right Bhidu, this is Modi's mother's fucker...if he was satisfied with a maid, he could have said divorce and married another one. You could have freely said Pakistan Zindabad. If you had a daughter or sister, you could have given her triple talaq."
"माल्या को लंदन हाई कोर्ट से मिली राहत, प्रत्यर्पण फैसले के खिलाफ अपील की इजाजत",0,"Mallya gets relief from London High Court, permission to appeal against extradition decision"
India vs England Match Preview: मुश्किलों में घिरे मेजबान इंग्लैंड के सामने भारत की अजेय चुनौती  https://www.wahcricket.com/news/world-cup-2019-india-vs-england-match-preview-desperate-england-seek-upswing-against-rampaging-india-to-keep-semi-final-hopes-alive-138612 …,0,India vs England Match Preview: India's unstoppable challenge in front of troubled hosts England https://www.wahcricket.com/news/world-cup-2019-india-vs-england-match-preview-desperate-england-seek-upswing-against-rampaging-india-to-keep-semi-final-hopes-alive-138612…
तू हरामी हर बात पर मोदी के गु ही खाया कर हर बात पर मोदी मोदी,1,"You bastard, by saying Modi's praises on everything, Modi Modi on everything."
कुछ हरामीयोंको मजहब का नाम लेने मे शर्म आ रही है। झारखंड के मामले में ये हरामी गला फाड़ के चिल्ला रहे थे। ,1,"Some scoundrels are ashamed of taking the name of religion. In the case of Jharkhand, these bastards were shouting at the top of their lungs."
"#जब #शेर #चलता है तो #हजारों #कुत्ते #भोकते है ऐसी #कहावत सुना था , #आज #संसद  में #देख ने को भी #मिल गया  #Asaduddin #owaisi   ",0,"#When #Lion #Moves, #Thousands #of #Dogs #Bite, I had heard such a #saying, #Today in #Parliament, #Dekh also #met #Asaduddin #Owaisi."
ये तो मादरचोद है जनता उसको सबक सिखा दिया लोकसभा मे विधानसभा मे भी वही हाल होगा   आप तो नही है दिल्ली पुलिस किसके अधिन है,1,"He is a motherfucker, the public has taught him a lesson. Same situation will happen in Lok Sabha and Assembly also. You are not there, under whose control is Delhi Police?"
"माननीय प्रधानमंत्री #मोदी जी, क्या अब भी आपने #प्रज्ञा_ठाकुर को माफ़ नही किया...? ",0,"Honorable Prime Minister #Modi ji, have you still not forgiven #Pragya_Thakur...?"
"वो बात करेंगे कब्रिस्तान की,आप बात करो नारी सम्मान की।  वो बात करेंगे गीता रामायण की,आप बात करो भारतीय सँविधान की।",0,"They will talk about cemeteries, you talk about women's respect.  They will talk about Geeta Ramayana, you talk about the Indian Constitution."
अच्छा सुनो संघियों!!    #मोहम्मद_शमी को देशभक्ति दिखाने के लिए 'वंदे मातरम' बोलना पड़ेगा क्या??  #Just_पूँछिन  #INDvsWI #CWC19,0,Well listen Sanghis!!    Will #Mohammad_Shami have to say 'Vande Mataram' to show patriotism??  #Just_Poonchin #INDvsWI #CWC19
"राजस्थान: पंचायती राज उपचुनाव में कांग्रेस की शानदार जीत, बीजेपी को लगा झटका    #Rajasthan   https://abpnews.abplive.in/india-news/rajasthan-by-polls-results-congress-bags-39-of-74-panchayat-samiti-seats-1158957 …",0,"Rajasthan: Congress's spectacular victory in Panchayati Raj by-elections, BJP gets a shock #Rajasthan https://abpnews.abplive.in/india-news/rajasthan-by-polls-results-congress-bags-39-of-74-panchayat-samiti-seats-1158957…"
#कुत्ते #भोंकते है अपने जिंदा होने का एहसास दिलाने के लिए.. मगऱ जंगल का सन्नाटा #शेर की मौजूदगी बंयाँ करता है...  #modi,0,#Dogs bark to make them feel alive... but the silence of the forest reveals the presence of the #lion... #modi
तबरेज के मरने पर रंडी रोना मचाने वाली मिडिया..    दिल्ली में मुल्लों की हरकत पर शांत क्यों??? @sudhirchaudhary @myogiadityanath @anjanaomkashyap,1,The media which raised hue and cry over Tabrez's death... Why is it silent on the actions of Mullahs in Delhi??? @sudhirchaudhary @myogiadityanath @anjanaomkashyap
रोहित तुझे भगवान ने भड़वा ही बनाया था या तू यहां आकर भड़वा बन गया?,1,"Rohit, did God make you ugly or did you become ugly by coming here?"
मियां न आज पप्पू का लुंड ज्यादा चूस ली पीछे भी डलवा ले,1,"Mian, sucked Pappu's penis too much today, get it inserted from behind also."
नारी तकबीर अल्लाह-हू-अकबर का नारा लगाते आतंकवादी पत्थरबाज,1,
"कबीर सिंग इन ''''''''''''    अरे ए कौन ओकरा के टच किहिस रे मादरचोद , रुक तहरा बिटिया चोदो आज काट ही देते है साला      #KabirSingh",1,"Kabir Singh in ''''''''''' Hey who is touching the okra you motherfucker, stop fucking your daughter today you will cut it #KabirSingh"
@myogiadityanath मूझे लगता है कि आपको @narendramodi को दो चार छपेड लगानी चाहिए । मोदी को  मुस्लिमों की गांड चाटने कि शौख लग गया लगता है।    हिंदुओ मर रहे है और ये मियाँ अपने मुस्लिम लोगों की सहायता करने में लग गए है ।,1,@myogiadityanath I think you should slap @narendramodi a few times. Modi seems to be fond of licking the ass of Muslims.    Hindus are dying and these Miyans are busy helping their Muslim people.
